Nom du club,Adresse email,Niveau,Région,Département ,Contacté,Relance,Réponse,Choix,Infos club,Consignes données ,URL FFHB
"Sporting Club Selongey Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sporting-club-selongey-handball/
"Sporting Club Soula",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sporting-club-soula/
"Sporting Club Universitaire De France",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sporting-club-universitaire-de-france/
Sporting Club Universitaire de France (SCUF),scufhandball@gmail.com,,Île-de-France,Paris,Non,,,,,,
"Sporting Hand Roullet",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sporting-hand-roullet/
Sporting Handball Club Saint-Pierre,,,Nouvelle-Aquitaine,Landes,Non,,,,,,https://monclub.ffhandball.fr/clubs/sporting-handball-club-saint-pierre/
Sporting Handball Roullet,,,Nouvelle-Aquitaine,Charente-Maritime,Non,,,,,,
"Sporting Villette",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sporting-villette/
"Sports Club Les Muriers Marseille",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sports-club-les-muriers-marseille/
"Sports Et Loisirs",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sports-et-loisirs/
"Sports Et Loisirs Du Pays Sierckois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sports-et-loisirs-du-pays-sierckois/
"Sports Et Loisirs Le Portel Plage",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sports-et-loisirs-le-portel-plage/
"Sports Generaux Hericourt Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sports-generaux-hericourt-handball/
"Sports Loisirs En Argence Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sports-loisirs-en-argence-handball/
"Sports Loisirs Maximois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sports-loisirs-maximois/
SPUC Pessac Handball,,National,Nouvelle-Aquitaine,Gironde,Non,,,,,,
"Squadra Giraglia",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/squadra-giraglia/
"St Aigulin Usas",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-aigulin-usas/
"St Amand Handball Porte Du Hainaut",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-amand-handball-porte-du-hainaut/
"St Chamond Handball Pays Du Gier",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-chamond-handball-pays-du-gier/
"St Charles Olympic",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-charles-olympic/
"St Cyr St Didier Hbc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-cyr-st-didier-hbc/
"St Die Vosges Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-die-vosges-handball/
"St Fons Co",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-fons-co/
"St Genest Lerpt Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-genest-lerpt-hb/
"St Genis Laval Al Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-genis-laval-al-handball/
"St Georges Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-georges-handball/
"St Georges Vendee Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-georges-vendee-handball/
"St Germain Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-germain-handball/
"St Gilles Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-gilles-handball-club/
"St Gratien Sannois Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-gratien-sannois-handball-club/
"St Hilaire St Jean Dy Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-hilaire-st-jean-dy-hb/
"St Hubert Sport Lanouee",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-hubert-sport-lanouee/
"St Julien Denice Gleize Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-julien-denice-gleize-hb/
"St Laurent De Chamousset Hbc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-laurent-de-chamousset-hbc/
"St Leonard Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-leonard-handball/
"St Loubes Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-loubes-hb/
"St Louis De Chavagnes En Paillers",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-louis-de-chavagnes-en-paillers/
"St Medard Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-medard-handball/
"St Michel Cugand Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-michel-cugand-handball/
"St Michel Sports Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-michel-sports-handball/
"St Mihiel Hbc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-mihiel-hbc/
"St Nazaire Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-nazaire-handball/
"St Nicolas De Port Hbc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-nicolas-de-port-hbc/
"St Priest Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-priest-handball/
"St Pryve Olivet Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-pryve-olivet-handball/
"St Romain Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-romain-handball/
"St Sauveur En Rue",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-sauveur-en-rue/
"St Sebastien Sports",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-sebastien-sports/
"St Sebastien Sud Loire Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/st-sebastien-sud-loire-handball/
"Stade Bagnerais Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-bagnerais-handball/
Stade Blayais Haute Gironde Handball,,,Nouvelle-Aquitaine,Gironde,Non,,,,,,
"Stade Blayais Haute Gironde Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-blayais-haute-gironde-hb/
"Stade Cadurcien Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-cadurcien-handball/
Stade Clermontois Handball,,,Auvergne-Rhône-Alpes,Puy-de-Dôme,Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-clermontois-handball/
Stade de Vanves,,,Île-de-France,Hauts-de-Seine,Non,,,,,,
"Stade De Vanves Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-de-vanves-handball/
Stade Français,contact@stadefrancaishandball.fr,,Île-de-France,Paris,Non,,,,,,
"Stade Francais Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-francais-handball/
Stade Hendayais Handball,,National,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Non,,,,,,
"Stade Hendayais Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-hendayais-hb/
"Stade Lamentinois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-lamentinois/
Stade Langonnais Handball,,,Nouvelle-Aquitaine,Gironde,Non,,,,,,
"Stade Langonnais Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-langonnais-hb/
"Stade Montois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-montois/
Stade Montois Handball,,Régional,Nouvelle-Aquitaine,Landes,Non,,,,,,
"Stade Multisports De Montrouge",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-multisports-de-montrouge/
"Stade Municpal Haytillon Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-municpal-haytillon-hb/
Stade Olympique Calaisien Handball,,,Hauts-de-France,Pas-de-Calais,Non,,,,,,
"Stade Olympique Millavois Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-olympique-millavois-handball/
"Stade Olympique Rosny Sous Bois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-olympique-rosny-sous-bois/
"Stade Pauillacais Independant",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-pauillacais-independant/
"Stade Pessacais Union Club Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-pessacais-union-club-handball/
"Stade Plabennecois Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-plabennecois-hb/
Stade Sottevillais Cheminot Club,,,Normandie,Seine-Maritime,Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-sottevillais-cheminot-club/
Stade Valeriquais Handball,,National,Normandie,Seine-Maritime,Non,,,,,,
"Stade Valeriquais Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-valeriquais-hb/
"Stade Vernolien Hand Ball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stade-vernolien-hand-ball/
"Ste Genevieve Sports",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ste-genevieve-sports/
"Ste Marguerite Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ste-marguerite-handball-club/
"Ste Maxime Hbc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ste-maxime-hbc/
"Stella Saint Maur Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stella-saint-maur-handball/
"Stephanoise Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stephanoise-handball/
"Stiren Languidic",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stiren-languidic/
"Stiring",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/stiring/
"Strasbourg Asptt",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/strasbourg-asptt/
"Strasbourg Electricite",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/strasbourg-electricite/
"Strasbourg Elsau",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/strasbourg-elsau/
"Strasbourg Eurometrople",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/strasbourg-eurometrople/
"Strasbourg Hautepierre",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/strasbourg-hautepierre/
"Strasbourg Neuhof",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/strasbourg-neuhof/
"Strasbourg Racing Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/strasbourg-racing-club/
"Strasbourg Sud",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/strasbourg-sud/
"Strasbourg Uc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/strasbourg-uc/
"Sud Action Marseille",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sud-action-marseille/
"Sud Corse Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sud-corse-handball/
"Sud Estuaire Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sud-estuaire-handball-club/
"Sud Nivernais Decize Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sud-nivernais-decize-hb/
"Sud Oise Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sud-oise-handball-club/
"Sud Toulousain Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sud-toulousain-handball/
"Sud Vendee Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sud-vendee-handball/
"Suisse Normande Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/suisse-normande-handball-club/
Sukil Hand Cambo,,,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Non,,,,,,https://monclub.ffhandball.fr/clubs/sukil-hand-cambo/
"Surgeres",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/surgeres/
Surgères Handball,,,Nouvelle-Aquitaine,Charente,Non,,,,,,
"Sydney Universite Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/sydney-universite-hb/
"T2c Tram Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/t2c-tram-handball/
"Taissy Club Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/taissy-club-handball/
"Talange Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/talange-handball/
"Talmont Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/talmont-handball-club/
"Tamarii Punaruu",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tamarii-punaruu/
"Tamponnaise Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tamponnaise-handball-club/
"Tamponnaise Handball Filles",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tamponnaise-handball-filles/
"Taninges Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/taninges-handball/
"Tarare Csl Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tarare-csl-handball/
"Tarbes Etudiants Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tarbes-etudiants-club/
"Tarbes Pyrenees Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tarbes-pyrenees-handball/
"Taule Carantec Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/taule-carantec-handball/
"Tchanga Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tchanga-handball/
"Tco Mamoudzou",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tco-mamoudzou/
Team Lensoise de Handball,,,Hauts-de-France,Pas-de-Calais,Non,,,,,,https://monclub.ffhandball.fr/clubs/team-lensoise-de-handball/
"Team Loisirs Arsac",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/team-loisirs-arsac/
"Team Sport Vicinois 88 Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/team-sport-vicinois-88-hb/
"Terres Des Confluences Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/terres-des-confluences-handball/
"Territoire Auxances Et Clain Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/territoire-auxances-et-clain-handball/
"Territoire Charente Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/territoire-charente-handball/
"Test",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/test/
"Thales Alenia Space Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/thales-alenia-space-handball/
"Thiais Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/thiais-handball-club/
"Thionville Moselle Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/thionville-moselle-handball/
"Thones Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/thones-handball/
"Thonon Alpes Chablais Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/thonon-alpes-chablais-hb/
"Thorigne Fouillard Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/thorigne-fouillard-handball-club/
"Thorigny Handball Club 77",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/thorigny-handball-club-77/
"Thouare Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/thouare-handball-club/
"Thouars Ust",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/thouars-ust/
"Thourotte Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/thourotte-handball/
"Thure Ast",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/thure-ast/
"Tilleul Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tilleul-handball-club/
"Tinqueux Gueux Hc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tinqueux-gueux-hc/
"Tinteniac Combourg Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tinteniac-combourg-handball-club/
Tonnay-Charente Handball,,,Nouvelle-Aquitaine,Charente,Non,,,,,,https://monclub.ffhandball.fr/clubs/tonnay-charente-handball/
"Torcy Handball Marne La Vallee",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/torcy-handball-marne-la-vallee/
"Toul Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/toul-handball-club/
"Toulon Handball Masculin",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/toulon-handball-masculin/
"Toulon Metropole Var Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/toulon-metropole-var-handball/
"Toulon Var Handball Feminin",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/toulon-var-handball-feminin/
"Toulouse Electrogaz Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/toulouse-electrogaz-club/
"Toulouse Feminin Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/toulouse-feminin-handball/
Tourcoing Handball,,,Hauts-de-France,Nord,Non,,,,,,https://monclub.ffhandball.fr/clubs/tourcoing-hand-ball/
"Tournay Handball Arros Et Coteaux",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tournay-handball-arros-et-coteaux/
"Tournefeuille Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tournefeuille-handball/
"Tours Handball 37",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tours-handball-37/
"Tous Egos",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tous-egos/
"Tous Ensemble Sporting Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tous-ensemble-sporting-club/
"Transit Sport Franciscain",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/transit-sport-franciscain/
"Tregor Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tregor-hb/
"Trelaze Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/trelaze-handball/
"Trelon Hand Ball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/trelon-hand-ball-club/
"Tremblay En France Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tremblay-en-france-handball/
"Tremblay Handball Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tremblay-handball-club/
"Triel Chanteloup Hautil Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/triel-chanteloup-hautil-handball/
Triel Handball Club,,,Île-de-France,Yvelines,Non,,,,,,
"Trignac Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/trignac-handball/
"Tronville En Barrois Hbc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tronville-en-barrois-hbc/
"Trophee Morbihand",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/trophee-morbihand/
"Truchtersheim Hcl",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/truchtersheim-hcl/
"Trun Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/trun-hb/
"Tsingoni Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tsingoni-handball/
"Tu Verrieres",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/tu-verrieres/
TU Verrières-le-Buisson Handball,,,Île-de-France,Essonne,Non,,,,,,
"U A Feroise",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/u-a-feroise/
"U S C Dijon",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/u-s-c-dijon/
"U S Crauroise Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/u-s-crauroise-handball/
"U S De Cagnes Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/u-s-de-cagnes-handball/
"U S L Montjoly",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/u-s-l-montjoly/
"U S Mortagnaise",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/u-s-mortagnaise/
"U S Moulins Engilbert",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/u-s-moulins-engilbert/
"U S Tropezienne",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/u-s-tropezienne/
UA Cadillac Handball,,,Nouvelle-Aquitaine,Gironde,Non,,,,,,
"Ua Cadillacaise",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ua-cadillacaise/
"Uc Bricquebetaise Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/uc-bricquebetaise-handball/
UCC Handball Ligugé,,,Nouvelle-Aquitaine,Vienne,Non,,,,,,
"Ucje Dannemarie",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ucje-dannemarie/
"Uhb Bassois",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/uhb-bassois/
"Uj Redoute",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/uj-redoute/
"Union Athletique Montreuillaise Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-athletique-montreuillaise-handball/
"Union Athletique Vicoise Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-athletique-vicoise-handball/
"Union Begles Bordeaux Mios Biganos",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-begles-bordeaux-mios-biganos/
"Union Bordeaux Metropole Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-bordeaux-metropole-handball/
"Union Des Amicales Laiques De Rinxent Hydrequent",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-des-amicales-laiques-de-rinxent-hydrequent/
"Union Des Sections Omnisports De Bezons Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-des-sections-omnisports-de-bezons-handball/
"Union Dpt Des Sapeurs Pompiers De La Gpe Hbf",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-dpt-des-sapeurs-pompiers-de-la-gpe-hbf/
"Union Handball Bagnolaise",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-handball-bagnolaise/
"Union Handball Laudun Lardoise",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-handball-laudun-lardoise/
"Union Handball Saint Pierroise",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-handball-saint-pierroise/
"Union Handball Tarascon Beaucaire",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-handball-tarascon-beaucaire/
"Union Luminoise Machecoulaise Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-luminoise-machecoulaise-handball/
"Union Pays Daix Bouc Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-pays-daix-bouc-handball/
"Union Ruelle Mornac Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-ruelle-mornac-handball/
Union Ruelle Mornac Handball (URMHB),,Régional,Nouvelle-Aquitaine,Charente-Maritime,Non,,,,,,
Union Saint-Bruno Bordeaux,,,Nouvelle-Aquitaine,Gironde,Non,,,,,,
"Union Saintines Verberie Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-saintines-verberie-handball/
"Union Saumur Doue Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-saumur-doue-handball/
"Union Sportif Boe",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportif-boe/
"Union Sportive Albijohannicienne Et Dionysienne",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-albijohannicienne-et-dionysienne/
"Union Sportive Alfortville Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-alfortville-handball/
"Union Sportive Argonne Meuse",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-argonne-meuse/
"Union Sportive Bastiaise",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-bastiaise/
"Union Sportive Bessines Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-bessines-handball/
"Union Sportive Carmaux Vers Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-carmaux-vers-handball/
"Union Sportive Castelnaudaise",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-castelnaudaise/
"Union Sportive Charny Oree De Puisaye Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-charny-oree-de-puisaye-handball/
"Union Sportive Cheminote Venarey Les Laumes",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-cheminote-venarey-les-laumes/
"Union Sportive Colomiers Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-colomiers-handball/
"Union Sportive Cordaise Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-cordaise-handball/
"Union Sportive Cousolresienne De Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-cousolresienne-de-handball/
"Union Sportive Culturelle Afa",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-culturelle-afa/
"Union Sportive De Bain",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-de-bain/
"Union Sportive De Joue Les Tours Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-de-joue-les-tours-handball/
"Union Sportive De La Grande Paroisse",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-de-la-grande-paroisse/
"Union Sportive De La Presquile",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-de-la-presquile/
"Union Sportive De Lenseignement Du Premier Degre",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-de-lenseignement-du-premier-degre/
"Union Sportive De Matoury",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-de-matoury/
"Union Sportive De Montierchaume",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-de-montierchaume/
"Union Sportive De Sinnamary",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-de-sinnamary/
"Union Sportive De St Arnoult",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-de-st-arnoult/
"Union Sportive De Yate Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-de-yate-handball/
"Union Sportive Des Minots Vedenais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-des-minots-vedenais/
"Union Sportive Dormesson",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-dormesson/
"Union Sportive Dreux Vernouillet Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-dreux-vernouillet-handball/
"Union Sportive Du Chatelet En Brie",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-du-chatelet-en-brie/
"Union Sportive Du Haut Bocage",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-du-haut-bocage/
"Union Sportive Electrique Avoine Beaumont",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-electrique-avoine-beaumont/
"Union Sportive Et Culturelle Maisons Laffitte Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-et-culturelle-maisons-laffitte-hb/
"Union Sportive Et Litteraire De Montjoly Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-et-litteraire-de-montjoly-handball/
"Union Sportive Ezanville Ecouen Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-ezanville-ecouen-handball/
"Union Sportive Fecampoise Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-fecampoise-hb/
"Union Sportive Fismes Ardre Vesle",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-fismes-ardre-vesle/
"Union Sportive Fontenaysienne Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/union-sportive-fontenaysienne-handball/
